Perusahaan,Tahun,LCS,STDDEVROA,ROA,MTB,LEV,AGE,PM
MAIN,2013,2,0.03083134,-0.024033106,6.239686835,0.610511336,16,0.057626495
MAIN,2012,2,0.015991246,0.109118853,5.903796601,0.621158106,15,0.090286611
MAIN,2011,2,0.0513199,0.168022738,3.937893472,0.682313498,14,0.077802007
MBTO,2016,2,0.017872301,-0.031627748,0.448940632,0.378940483,39,0.012858253
MBTO,2015,2,0.02407904,0.012414251,0.3449915,0.330846028,38,-0.020231576
MBTO,2014,5,0.035814831,-0.021662141,0.471626245,0.267417618,37,0.00435668
MBTO,2013,1,0.029113208,0.004722554,0.723103585,0.262273971,36,0.025203877
MBTO,2012,5,0.019526227,0.026419839,0.935652785,0.287010367,35,0.063421308
MBTO,2011,4,0.017820148,0.074689952,1.095265043,0.260547052,34,0.065794318
MERK,2016,3,0.023669609,0.170810125,7.07361377,0.21676954,46,0.14866817
MERK,2015,3,0.017532502,0.206796116,0.827900392,0.261987641,45,0.14494481
MERK,2014,3,0.036478056,0.222155644,6.472926112,0.227348412,44,0.210230132
MERK,2013,3,0.10575966,0.253254932,8.265220783,0.265052976,43,0.146944528
MERK,2012,3,0.103709612,0.25173353,8.170045503,0.268143285,42,0.115938103
MERK,2011,5,0.061196557,0.189326124,6.005887996,0.154361107,41,0.251660836
MLBI,2016,3,0.098421113,0.526703553,30.16822236,0.639285146,87,0.300960895
MLBI,2015,3,0.216740831,0.431697844,22.54122743,0.635157719,86,0.18429169
MLBI,2014,3,0.164035728,0.236527258,45.46548645,0.751777525,85,0.265980503
MLBI,2013,3,0.14626249,0.35628186,256.0319503,0.445874866,84,0.3288132
MLBI,2012,3,0.014041953,0.657200749,472.6893495,0.713681201,83,0.289348838
MLBI,2011,3,0.03694419,0.393564331,142.6473029,0.565643551,82,0.272969469
MLIA,2016,4,0.677320459,0.009164634,0.451088053,791.1460786,30,0.00156023
MLIA,2015,4,0.041652831,1.170385307,0.611006514,0.843509641,29,-0.027285954
MLIA,2014,4,0.043151086,-0.02187988,0.52556724,0.816972388,28,0.022206051
MLIA,2013,4,0.034940171,0.0173265,0.472455394,0.83447441,27,-0.091215081
MLIA,2012,3,0.203736466,-0.065932167,0.251222514,0.811316257,26,-0.006628658
MLIA,2011,3,0.23752247,-0.00462939,0.674709219,0.715336888,25,-0.009817003
MRAT,2016,1,0.013136927,-0.002580317,0.243518369,0.235898974,38,-0.01611524
MRAT,2015,1,0.015071625,-0.011488693,0.236121634,0.241533745,37,0.002443373
MRAT,2014,1,0.041895205,0.002104227,0.390160477,0.230242451,36,0.016956925
MRAT,2013,3,0.047337819,0.014779822,0.526798753,0.140570263,35,-0.01870946
MRAT,2012,3,0.002183718,-0.015242541,0.543475568,0.152777664,34,0.067113895
MRAT,2011,3,0.004325675,0.067515358,0.597049796,0.151633203,33,0.06858664
MYOR,2016,3,0.047508759,0.109343674,5.870480172,0.515163949,39,0.075677339
MYOR,2015,3,0.047937786,0.107462529,5.251289652,0.542044422,38,0.084368436
MYOR,2014,1,0.043097706,0.110223439,4.265125016,0.584366515,37,0.081116744
MYOR,2013,3,0.017893883,0.026590144,5.903645532,0.594353611,36,0.088070668
MYOR,2012,2,0.018427002,0.109004796,3.33646802,0.695100643,35,0.070826269
MYOR,2011,1,0.022679192,0.089663095,3.861581043,0.632617267,34,0.051141634
MYTX,2016,1,0.071677512,-0.082829368,-0.096723538,1.571056646,29,-0.274910488
MYTX,2015,1,0.055991428,-0.220089186,-0.131707292,1.292094021,28,-0.139526436
MYTX,2014,1,0.029109337,-0.135713353,-0.698464625,1.131670736,27,-0.07433851
MYTX,2013,2,0.025414402,-0.077534262,-4.319658207,1.049419795,26,-0.026199518
MYTX,2012,1,0.008356026,-0.023759369,-9.027200738,1.033785937,25,-0.083059631
MYTX,2011,1,0.038974994,-0.069966652,8.622283008,0.965489945,24,-0.061583026
PICO,2016,3,0.00220725,0.023359442,0.474638469,0.583688221,33,0.019488244
PICO,2015,3,0.000578106,0.021538002,0.294434053,0.592116619,32,0.021414527
PICO,2014,3,0.003828453,0.024720527,0.393507256,0.631197851,31,0.026729693
PICO,2013,1,0.003083668,0.025778699,0.409692156,0.653950997,30,0.02255738
PICO,2012,4,0.001900858,0.0248461,0.742179046,0.665140238,29,0.018773291
PICO,2011,4,0.001096345,0.018730693,0.583757485,0.665537911,28,0.020330475
PSDN,2016,2,0.011673921,0.046528945,0.688441285,0.571295894,42,-0.039298907
PSDN,2015,1,0.052301522,-0.056075806,0.541688724,0.477240974,41,-0.046308141
PSDN,2014,3,0.046167794,-0.068697467,0.543934935,0.390308663,40,-0.028895292
PSDN,2013,3,0.003252538,-0.045376006,0.51724171,0.387533103,39,0.016663825
PSDN,2012,2,0.003298356,0.031271983,0.720743083,0.399984448,38,0.019633036
PSDN,2011,3,0.034500634,0.037537338,2.16395334,0.510428206,37,0.011119789
PYFA,2016,3,0.008014807,0.044668003,1.014285156,0.368448313,40,0.023721039
PYFA,2015,3,0.010596342,0.030804686,0.592054345,0.367170451,39,0.014171176
PYFA,2014,3,0.012744868,0.019300249,0.748100601,0.441004832,38,0.01195518
PYFA,2013,1,0.004229826,0.015385651,0.837653818,0.463785681,37,0.03217666
PYFA,2012,1,0.002378412,0.03538053,1.079854619,0.354392424,36,0.030035602
PYFA,2011,2,0.003082896,0.039074277,1.142927443,0.301917001,35,0.034230545
RICY,2016,2,0.001078523,0.012047456,0.239575077,0.679906716,29,0.011488504
RICY,2015,3,0.002573018,0.010889735,0.255032314,0.666098238,28,0.012119795
RICY,2014,2,0.006180159,0.011238343,0.281744035,0.661488572,27,0.012747576
RICY,2013,1,0.006794197,0.012907538,0.291238099,0.656543674,26,0.008860678
RICY,2012,2,0.001259051,0.007857302,0.304282867,0.564441582,25,0.022638761
RICY,2011,2,0.007174853,0.020152498,0.337117482,0.454516809,24,0.019808162
RMBA,2016,1,0.045736372,-0.034086673,1.866059221,0.299130952,29,-0.108472259
RMBA,2015,1,0.022677057,-0.154837787,-1.172654019,1.248573376,28,-0.050967114
RMBA,2014,1,0.03341062,-0.067652779,-2.938866498,1.118379421,27,-0.065182081
RMBA,2013,1,0.081017114,-0.087275967,4.679631066,0.904477527,26,-0.084903103
RMBA,2012,1,0.053768233,-0.112875454,2.182613896,0.722600392,25,-0.032827479
RMBA,2011,3,0.023515731,-0.046621915,2.545118441,0.645200623,24,0.030386463
ROTI,2016,3,0.006075894,0.029687868,5.613495098,0.50584615,21,0.110938198
ROTI,2015,2,0.007314288,0.095825953,5.38745368,0.560830443,20,0.124414112
ROTI,2014,2,0.021045248,0.099965391,7.30177041,0.551950665,19,0.100293167
ROTI,2013,2,0.019560987,0.088001318,6.557588097,0.568035123,18,0.104957276
ROTI,2012,2,0.04107736,0.086693488,2.095770893,0.446773277,17,0.174251877
ROTI,2011,2,0.04401289,0.123781241,1.096207623,0.526274778,16,0.12804909
SIAP,2016,4,0.041584556,-0.04658093,-1951.376121,1.004463392,22,-1.016486197
SIAP,2015,1,0.05749355,-0.110383695,82.26518701,0.912892409,21,-0.151330413
SIAP,2014,2,0.035308381,-0.132555994,33.58241562,0.801055196,20,-0.083060556
SIAP,2013,1,0.023326552,-0.052049979,3.696975815,0.633107193,19,-0.023521954
SIAP,2012,2,0.00439337,-0.021200167,0.459386378,0.42618175,18,0.015640811
SIAP,2011,1,0.003566174,0.0183864,0.38670573,0.37265622,17,0.01566973
SIDO,2016,5,0.006986093,0.169020118,2.82825426,0.076893802,41,0.187572751
SIPD,2016,1,0.094735672,-0.158469955,0.796784421,0.554835701,31,0.005376065
SIPD,2015,3,0.094014699,0.005082862,1.087167395,0.673200985,30,-0.171323013
SIPD,2014,4,0.001914817,-0.161133935,3.867337579,0.540505006,29,0.000823785
SIPD,2013,2,0.003187828,0.000736922,3.653785824,0.592759686,28,0.002173565
SIPD,2012,1,0.013465901,0.002654739,3.677760601,0.612871411,27,0.003458854
SIPD,2011,2,0.010612647,0.004566555,3.694167412,0.518825336,26,0.005820676
SKBM,2016,1,0.059477735,0.015945796,1.627028239,0.632220129,43,0.015019131
SKBM,2015,2,0.044241512,0.02250816,1.157671589,0.549909053,42,0.029473811
SKBM,2014,2,0.04906637,0.052519811,2.857522825,0.510557167,41,0.060182406
SKBM,2013,2,0.043553486,0.137199885,2.066153348,0.595854153,40,0.044937657
SKLT,2016,2,0.008906617,0.036101344,0.718376306,0.478827032,40,0.024759983
SKLT,2015,3,0.008031908,0.036333456,1.680913827,0.596816933,39,0.026931397
SKLT,2014,3,0.009067796,0.053211933,1.351142389,0.537455608,38,0.024185857
SKLT,2013,3,0.005045339,0.049704352,0.890318476,0.537565515,37,0.020174664
SKLT,2012,3,0.003821746,0.03788216,0.960231935,0.481543975,36,0.019821294
SKLT,2011,3,0.023001747,0.031883109,0.786846184,0.426336983,35,0.017326283
SMBR,2016,2,0.030679524,0.028979972,8.795018914,0.285684238,42,0.164229837
SMBR,2015,3,0.00340044,0.057243664,0.970641645,0.097689749,41,0.24238185
SMBR,2014,3,0.078178736,0.108356085,1.379394422,0.071458633,40,0.270254573
SMBR,2013,2,0.079390558,0.112199531,1.315967092,0.090159367,39,0.26714166
SMCB,2016,2,0.026672909,-0.038623736,0.855595648,0.592139819,45,-0.030193681
SMCB,2015,2,0.026212818,-0.01445034,0.902333081,0.512177046,44,0.021591896
SMCB,2014,2,0.036616186,0.011516742,1.911658461,0.490529152,43,0.063528027
SMCB,2013,2,0.024192425,0.038889306,1.98714269,0.410952043,42,0.098315016
SMCB,2012,3,0.015857079,0.063925014,2.639850578,0.308210195,41,0.149903408
SMCB,2011,3,0.022093345,0.111007036,2.214193146,0.312610446,40,0.141356338
SMGR,2016,3,0.030854034,0.041725485,1.779976425,0.308692352,63,0.173528113
SMGR,2015,3,0.029037002,0.102540247,2.464189526,0.280771817,62,0.167932325
SMGR,2014,3,0.011592723,0.118612611,3.842867146,0.271665883,61,0.206308689
SMGR,2013,3,0.013807533,0.162172684,3.849344197,0.291534338,60,0.218531729
SMGR,2012,3,0.024513141,0.173654224,5.175631395,0.316573333,59,0.251381648
SMGR,2011,3,0.027957265,0.185357776,4.646969096,0.256668078,58,0.241487412
SPMA,2016,3,0.029675871,0.042414753,0.380139996,0.485117408,40,0.041948851
SPMA,2015,3,0.023132256,0.037549316,0.204178926,0.636022818,39,-0.026270067
SPMA,2014,2,0.021423692,-0.019491209,0.365315898,0.615384052,38,0.031340211
SPMA,2013,3,0.020908944,0.023233135,0.414712722,0.572445203,37,-0.017091173
SPMA,2012,2,0.002074935,-0.013500331,0.555096419,0.531654379,36,0.031293745
SPMA,2011,3,0.001262021,0.023969101,0.476526287,0.515741382,35,0.027806448
SRSN,2016,3,0.008175542,0.02711483,0.748656337,0.439372797,34,0.022088261
SRSN,2015,1,0.005552974,0.015416657,0.885086289,0.407602082,33,0.029167731
SRSN,2014,2,0.005537339,0.027008376,0.915348679,0.29030219,32,0.030573609
SRSN,2013,3,0.015340448,0.031199633,0.957453337,0.252878629,31,0.040768957
SRSN,2012,1,0.019878191,0.038010833,1.118110578,0.330519412,30,0.044139642
SRSN,2011,5,0.021437998,0.042167775,1.288771433,0.301626049,29,0.061927338
SSTM,2016,3,0.003724861,-0.039148181,1.602646581,0.607997591,44,-0.033393446
SSTM,2015,3,0.001186841,-0.02173384,0.249444508,0.661868921,43,-0.020668867
SSTM,2014,3,0.0005224,-0.014492875,0.465885272,0.665397307,42,-0.024699784
SSTM,2013,3,0.006713368,-0.016596751,0.340443041,0.661152858,41,-0.023055625
SSTM,2012,3,0.020612261,-0.016496683,0.550652001,0.648343997,40,-0.025496691
SSTM,2011,3,0.032355397,-0.017447381,0.704717307,0.645414187,39,-0.059769588
STAR,2016,5,0.00013636,0.000967499,0.548542446,0.290010244,8,0.00357239
STAR,2015,5,0.000187935,0.000670188,0.49012005,0.328309735,7,0.001185036
STAR,2014,1,0.000390216,0.000420956,0.489622786,0.368266446,6,0.001526173
STAR,2013,3,0.001525279,0.000449683,0.489971559,0.346380361,5,0.002077232
STAR,2012,1,0.003173314,0.00075988,0.490541849,0.349153289,4,0.0044977
STAR,2011,1,0.017905771,0.001224974,0.796176298,0.320407739,3,0.011751689
STTP,2016,2,0.013406134,0.092222117,24.79880712,0.499868863,29,0.066249374
STTP,2015,2,0.012691769,0.074548819,3.915159643,0.474460181,28,0.072989356
STTP,2014,2,0.009335555,0.096743224,4.614516328,0.519120195,27,0.056884331
STTP,2013,2,0.016139011,0.07261799,2.925251255,0.527822881,26,0.067517065
STTP,2012,2,0.010272876,0.077845201,2.385158063,0.53618787,25,0.058132022
STTP,2011,2,0.014928952,0.05970855,1.844448615,0.475734896,24,0.041525561
TCID,2016,3,0.102898204,0.075842932,1.409483973,0.183946886,47,0.064136902
TCID,2015,5,0.092601513,0.074165722,1.934605624,0.176372857,46,0.235205263
TCID,2014,2,0.012658564,0.261502859,2.745369025,0.307425014,45,0.075519507
TCID,2013,3,0.007453481,0.094059502,2.022580023,0.193022474,44,0.078972589
TCID,2012,3,0.003273325,0.109245334,2.01649328,0.130592033,43,0.081232543
TCID,2011,3,0.00091228,0.119195526,1.517242174,0.097670593,42,0.08463242
TIRT,2016,2,0.022296704,0.001165352,0.65652674,0.844597434,35,0.034365748
TIRT,2015,3,0.059776238,0.035525238,0.555814418,0.883162364,34,0.019590553
TIRT,2014,5,0.059329092,0.011377249,0.902357328,0.855882318,33,0.08101881
TIRT,2013,1,0.02735539,0.055917919,0.80222715,0.896886085,32,-0.111538036
TIRT,2012,2,0.005369044,-0.062434113,0.536384048,1.105580753,31,-0.017156601
TIRT,2011,3,0.022596892,-0.010635137,0.470901248,1.100038737,30,-0.04633499
TOTO,2016,3,0.04039269,0.098686259,3.372561149,0.409680657,39,0.08147083
TOTO,2015,2,0.014245231,0.06529864,48.08711776,0.388596869,38,0.125176658
TOTO,2014,3,0.009743535,0.116922322,3.188960236,0.392690195,37,0.143065623
TOTO,2013,3,0.014084355,0.144924557,1.836224864,0.406904335,36,0.13823209
TOTO,2012,3,0.011462077,0.135471616,1.828303911,0.410135821,35,0.149639256
TOTO,2011,3,0.009591415,0.154955825,0.162375475,0.432249722,34,0.162545396
TRIS,2016,2,0.015963397,0.026054523,1.013476762,0.458142021,12,0.02795515
TRIS,2015,3,0.023405304,0.03941374,0.952691989,0.426812708,11,0.043557697
TRIS,2014,2,0.02726188,0.065201843,1.200309968,0.409219248,10,0.048129035
TRIS,2013,2,0.007017747,0.068608725,1.420580984,0.371267435,9,0.071901967
TSPC,2016,3,0.012118454,0.074962617,1.912508654,0.296172375,46,0.059693507
TSPC,2015,3,0.017042106,0.082828651,1.81571225,0.309892136,45,0.064684939
TSPC,2014,3,0.016387529,0.084207075,3.119903765,0.261123166,44,0.0777801
TSPC,2013,3,0.011239839,0.104473667,3.785964866,0.285691214,43,0.093150318
TSPC,2012,3,0.000879737,0.118073239,4.999021698,0.276242832,42,0.095791636
TSPC,2011,3,0.015476238,0.137098673,3.767315188,0.283372366,41,0.101435118
ULTJ,2016,3,0.036270477,0.13720633,3.783038813,0.176912203,45,0.151478332
ULTJ,2015,3,0.025619166,0.167443314,4.073152385,0.209743241,44,0.119050576
ULTJ,2014,3,0.02466876,0.147768593,4.743627949,0.223506044,43,0.072345201
ULTJ,2013,3,0.050995064,0.097138429,6.450011838,0.283279451,42,0.093961183
ULTJ,2012,3,0.055565688,0.115637002,2.291383396,0.307450555,41,0.125783033
ULTJ,2011,3,0.009131392,0.145998259,2.22429313,0.356434335,40,0.048194472
UNIT,2016,5,0.000647194,0.002491,0.111268705,0.4363272,28,0.008267959
UNIT,2015,1,0.000545435,0.001988338,0.080707181,0.4724136,27,0.003263594
UNIT,2014,5,0.000468228,0.000838046,0.099250596,0.451693784,26,0.003868266
UNIT,2013,2,0.004880685,0.000899187,0.078155368,0.474521211,25,0.008164556
UNIT,2012,2,0.004383011,0.001811852,0.108227576,0.46417552,24,0.003987145
UNIT,2011,3,0.002383575,0.001173878,0.094249208,0.275533771,23,0.02259545
UNVR,2016,3,0.015221197,0.370486036,62.93107223,0.719076575,83,0.159552473
UNVR,2015,3,0.016980678,0.381630742,58.48124026,0.693110179,82,0.160393602
UNVR,2014,3,0.001419055,0.372016876,53.59005928,0.677971552,81,0.16627841
UNVR,2013,3,0.003260819,0.401838499,46.62641286,0.681254864,80,0.174027028
UNVR,2012,3,0.007271806,0.401000121,40.08842433,0.668888448,79,0.177236972
UNVR,2011,3,0.008731656,0.403767499,38.96942545,0.648843022,78,0.177436845
WIIM,2016,3,0.00980249,0.033115273,0.932247619,0.267827718,22,0.063050533
WIIM,2015,2,0.011744414,0.078522183,0.95680526,0.297155769,21,0.071262214
WIIM,2014,2,0.021836547,0.097625015,1.536028263,0.358976534,20,0.067591079
WIIM,2013,5,0.055797866,0.084255515,1.800599815,0.364237473,19,0.083325162
WTON,2016,1,0.02312863,0.048169215,2.887103944,0.465753462,19,0.08087
WTON,2015,3,0.442336218,0.06038235,3.176716451,0.492061123,18,0.06476008
WTON,2014,2,0.431324986,0.038550328,5.09040406,0.41459293,17,0.098377987
